100442000608,令和2年度補正（第２回）,9,4,44.4
100442000608,令和2年度補正（第３回）,6,3,50
100442000608,令和2年度補正（第４回）,10,2,20
105542000208,令和2年度補正（第１回）,4,3,75
105542000208,令和2年度補正（第２回）,1,0,0
105542000208,令和2年度補正（第３回）,2,1,50
105542000208,令和2年度補正（第４回）,1,1,100
100842000501,令和2年度補正（第２回）,1,0,0
106642000608,令和2年度補正（第２回）,1,1,100
100942000701,令和2年度補正（第１回）,1,0,0
105942000118,令和2年度補正（第１回）,7,0,0
105942000118,令和2年度補正（第２回）,3,2,66.7
105942000118,令和2年度補正（第３回）,2,2,100
105942000118,令和2年度補正（第４回）,3,2,66.7
100642003601,令和2年度補正（第１回）,1,0,0
106442000201,令和2年度補正（第３回）,1,0,0
106442000201,令和2年度補正（第４回）,2,0,0
103542000101,令和2年度補正（第１回）,1,0,0
106842000703,令和2年度補正（第４回）,1,0,0
100242000601,令和2年度補正（第１回）,1,0,0
100242000601,令和2年度補正（第２回）,1,0,0
100242000601,令和2年度補正（第３回）,1,0,0
101442000208,令和2年度補正（第１回）,1,1,100
101442000208,令和2年度補正（第４回）,3,1,33.3
105442000401,令和2年度補正（第３回）,2,0,0
105442000401,令和2年度補正（第４回）,3,2,66.7
100242000501,令和2年度補正（第１回）,1,1,100
106002000201,令和2年度補正（第１回）,1,0,0
100302001001,令和2年度補正（第１回）,1,1,100
100902000508,令和2年度補正（第２回）,1,0,0
100902000508,令和2年度補正（第３回）,1,1,100
100602000212,令和2年度補正（第１回）,5,3,60
100602000212,令和2年度補正（第２回）,6,2,33.3
100602000212,令和2年度補正（第３回）,10,7,70
100602000212,令和2年度補正（第４回）,6,3,50
105902000112,令和2年度補正（第１回）,2,0,0
105902000112,令和2年度補正（第２回）,2,0,0
105902000112,令和2年度補正（第３回）,2,2,100
105902000112,令和2年度補正（第４回）,2,2,100
100102001313,令和2年度補正（第２回）,2,0,0
100102001313,令和2年度補正（第３回）,5,2,40
100102001313,令和2年度補正（第４回）,10,5,50
100102001212,令和2年度補正（第１回）,1,0,0
100102001212,令和2年度補正（第３回）,1,1,100
100102001212,令和2年度補正（第４回）,1,0,0
100113032927,令和2年度補正（第１回）,272,105,38.6
100113032927,令和2年度補正（第２回）,174,81,46.6
100113032927,令和2年度補正（第３回）,171,92,53.8
100113032927,令和2年度補正（第４回）,125,64,51.2
100113032927,令和2年度補正（第１回）,272,105,38.6
100113032927,令和2年度補正（第２回）,174,81,46.6
100113032927,令和2年度補正（第３回）,171,92,53.8
100113032927,令和2年度補正（第４回）,125,64,51.2
100102001413,令和2年度補正（第１回）,14,4,28.6
100102001413,令和2年度補正（第２回）,12,4,33.3
100102001413,令和2年度補正（第３回）,15,7,46.7
100102001413,令和2年度補正（第４回）,13,7,53.8
102402000110,令和2年度補正（第１回）,1,0,0
102402000110,令和2年度補正（第２回）,1,1,100
100302000401,令和2年度補正（第１回）,4,2,50
100302000401,令和2年度補正（第２回）,2,2,100
100302000401,令和2年度補正（第３回）,2,1,50
100302000401,令和2年度補正（第４回）,2,0,0
100302001423,令和2年度補正（第１回）,6,3,50
100302001423,令和2年度補正（第２回）,8,2,25
100302001423,令和2年度補正（第３回）,4,1,25
100302001423,令和2年度補正（第４回）,4,1,25
106502000103,令和2年度補正（第２回）,1,0,0
100402000208,令和2年度補正（第１回）,8,1,12.5
100402000208,令和2年度補正（第２回）,11,6,54.5
100402000208,令和2年度補正（第３回）,6,1,16.7
100402000208,令和2年度補正（第４回）,2,1,50
107102000215,令和2年度補正（第４回）,5,2,40
106702000410,令和2年度補正（第１回）,1,1,100
100602000908,令和2年度補正（第１回）,1,0,0
100403000602,令和2年度補正（第１回）,1,0,0
100403000602,令和2年度補正（第２回）,2,1,50
100403000602,令和2年度補正（第３回）,1,1,100
100403000602,令和2年度補正（第４回）,2,1,50
100602000102,令和2年度補正（第２回）,1,1,100
100202000201,令和2年度補正（第２回）,1,1,100
100202000201,令和2年度補正（第４回）,1,0,0
106702000301,令和2年度補正（第１回）,1,0,0
100402000608,令和2年度補正（第１回）,1,1,100
100402000608,令和2年度補正（第２回）,2,1,50
100402000608,令和2年度補正（第３回）,2,1,50
106202000101,令和2年度補正（第１回）,1,0,0
106202000101,令和2年度補正（第３回）,2,0,0
106202000101,令和2年度補正（第４回）,2,2,100
100102000101,令和2年度補正（第３回）,1,0,0
100102000101,令和2年度補正（第４回）,1,0,0
106802000101,令和2年度補正（第２回）,1,0,0
100202001913,令和2年度補正（第１回）,3,0,0
100202001913,令和2年度補正（第２回）,3,2,66.7
100202001913,令和2年度補正（第３回）,5,0,0
100202001913,令和2年度補正（第４回）,5,3,60
